"year","age","eqwlth","conlegis","degree","racehisp"
2014,27,3,"Hardly any","Bachelor's Degree","White"
2014,41,3,"Hardly any","HS Diploma","White"
2014,29,1,"Hardly any","HS Diploma","White"
2014,47,4,"Only some","HS Diploma","Black"
2014,69,7,"Hardly any","HS Diploma","White"
2014,74,5,"Only some","Less than HS","White"
2014,68,7,"Hardly any","Bachelor's Degree","White"
2014,58,2,"A great deal","Grad/Prof Degree","White"
2014,72,5,"Only some","HS Diploma","White"
2014,45,6,"Hardly any","HS Diploma","White"
2014,47,4,"Hardly any","HS Diploma","Black"
2014,21,4,"A great deal","HS Diploma","White"
2014,48,1,"Hardly any","HS Diploma","Black"
2014,82,1,"Hardly any","HS Diploma","Black"
2014,88,3,"Hardly any","HS Diploma","White"
2014,49,2,"Only some","Less than HS","White"
2014,56,4,"Hardly any","HS Diploma","White"
2014,88,3,"Hardly any","HS Diploma","White"
2014,69,5,"Hardly any","HS Diploma","White"
2014,64,1,"Hardly any","Less than HS","White"
2014,43,1,"Only some","Less than HS","White"
2014,47,7,"Hardly any","HS Diploma","White"
2014,56,5,"Only some","HS Diploma","White"
2014,47,7,"Hardly any","HS Diploma","White"
2014,64,5,"Hardly any","Bachelor's Degree","White"
2014,41,1,"Hardly any","Grad/Prof Degree","Black"
2014,38,1,"Only some","Less than HS","Black"
2014,58,1,"A great deal","HS Diploma","Black"
2014,34,2,"A great deal","HS Diploma","Black"
2014,22,4,"Hardly any","HS Diploma","White"
2014,30,5,"Only some","HS Diploma","Black"
2014,22,3,"Hardly any","HS Diploma","White"
2014,25,7,NA,"Less than HS","Black"
2014,32,1,"A great deal","HS Diploma","Black"
2014,60,4,"Hardly any","Bachelor's Degree","White"
2014,34,6,"Hardly any","Grad/Prof Degree","White"
2014,67,6,"Only some","Bachelor's Degree","White"
2014,75,2,"A great deal","HS Diploma","White"
2014,32,5,"Only some","HS Diploma","Hispanic"
2014,49,4,"Hardly any","Bachelor's Degree","White"
2014,43,3,"Only some","Some College","Black"
2014,63,5,"Hardly any","HS Diploma","Hispanic"
2014,68,7,"Hardly any","HS Diploma","White"
2014,76,5,"Only some","HS Diploma","White"
2014,67,3,"Hardly any","HS Diploma","White"
2014,41,1,"A great deal","HS Diploma","Hispanic"
2014,64,2,"Hardly any","HS Diploma","White"
2014,69,7,"Hardly any","Grad/Prof Degree","White"
2014,51,7,"Only some","Bachelor's Degree","White"
2014,86,7,"A great deal","Grad/Prof Degree","White"
2014,78,2,"Hardly any","Grad/Prof Degree","White"
2014,58,7,"Hardly any","HS Diploma","White"
2014,41,7,"Only some","Some College","White"
2014,50,6,"Only some","HS Diploma","White"
2014,34,2,"Only some","HS Diploma","White"
2014,52,5,"Hardly any","HS Diploma","White"
2014,52,2,"Hardly any","HS Diploma","White"
2014,56,6,"Hardly any","Grad/Prof Degree","White"
2014,53,1,"Hardly any","Grad/Prof Degree","White"
2014,29,7,"Hardly any","Bachelor's Degree","White"
2014,60,4,"Hardly any","HS Diploma","White"
2014,71,3,"Hardly any","HS Diploma","White"
2014,71,5,"Hardly any","Bachelor's Degree","White"
2014,31,1,"Hardly any","Some College","White"
2014,81,6,"Hardly any","Less than HS","White"
2014,26,4,"Hardly any","Bachelor's Degree","White"
2014,78,7,"Hardly any","HS Diploma","White"
2014,78,6,"Only some","Bachelor's Degree","White"
2014,23,3,"Hardly any","HS Diploma","White"
2014,40,5,"Only some","HS Diploma","White"
2014,51,7,"Hardly any","Some College","White"
2014,61,2,"Hardly any","HS Diploma","White"
2014,80,4,"Hardly any","HS Diploma","White"
2014,66,1,"Hardly any","HS Diploma","White"
2014,54,6,"Only some","HS Diploma","White"
2014,50,1,"A great deal","Bachelor's Degree","White"
2014,44,3,"Only some","Bachelor's Degree","White"
2014,73,4,NA,"HS Diploma","White"
2014,75,2,"Hardly any","Less than HS","White"
2014,67,7,"Hardly any","Grad/Prof Degree","White"
2014,83,4,"Hardly any","HS Diploma","White"
2014,54,4,"Only some","Some College","White"
2014,45,2,"Hardly any","HS Diploma","White"
2014,35,5,"Only some","HS Diploma","White"
2014,85,7,"Only some","Bachelor's Degree","White"
2014,74,4,"Hardly any","Bachelor's Degree","White"
2014,33,1,"A great deal","HS Diploma","Black"
2014,57,7,"Hardly any","Bachelor's Degree","White"
2014,43,7,"Only some","HS Diploma","White"
2014,62,7,"Hardly any","HS Diploma","White"
2014,64,3,"Hardly any","Some College","Black"
2014,57,7,"Hardly any","HS Diploma","White"
2014,23,4,"A great deal","HS Diploma","White"
2014,36,5,"Only some","Grad/Prof Degree","White"
2014,74,4,"Hardly any","Bachelor's Degree","White"
2014,56,6,"Hardly any","Grad/Prof Degree","White"
2014,24,6,"A great deal","Bachelor's Degree","White"
2014,60,4,"Hardly any","Less than HS","White"
2014,37,7,"Hardly any","HS Diploma","White"
2014,47,4,"Only some","Some College","White"
2014,20,7,"Only some","HS Diploma","White"
2014,39,1,"Hardly any","HS Diploma","White"
2014,54,5,"Only some","Some College","White"
2014,33,2,"Hardly any","Bachelor's Degree","White"
2014,60,1,"Only some","HS Diploma","White"
2014,27,5,"Only some","HS Diploma","White"
2014,49,3,"Hardly any","HS Diploma","White"
2014,84,3,"Only some","HS Diploma","White"
2014,67,3,"Only some","HS Diploma","White"
2014,53,7,"Hardly any","HS Diploma","White"
2014,39,1,"Hardly any","HS Diploma","White"
2014,89,7,"Hardly any","HS Diploma","White"
2014,55,7,"Hardly any","Bachelor's Degree","White"
2014,57,4,"Hardly any","HS Diploma","White"
2014,88,4,"Only some","Less than HS","White"
2014,46,1,"Hardly any","HS Diploma","White"
2014,79,7,"Hardly any","Less than HS","White"
2014,41,5,"Hardly any","HS Diploma","White"
2014,61,2,"Hardly any","HS Diploma","White"
2014,40,7,"Hardly any","HS Diploma","White"
2014,55,7,"Hardly any","HS Diploma","White"
2014,41,3,"Only some","Some College","White"
2014,37,1,"Hardly any","HS Diploma","White"
2014,87,6,"Hardly any","HS Diploma","White"
2014,42,5,NA,"HS Diploma","Other"
2014,30,5,"Only some","HS Diploma","White"
2014,32,4,"Only some","Some College","White"
2014,54,6,"Only some","Less than HS","White"
2014,43,6,"Hardly any","Some College","White"
2014,80,5,"Hardly any","HS Diploma","White"
2014,43,7,"Hardly any","HS Diploma","Black"
2014,70,7,"Hardly any","HS Diploma","White"
2014,58,3,"Hardly any","HS Diploma","White"
2014,82,6,"Hardly any","HS Diploma","White"
2014,37,7,"Hardly any","Bachelor's Degree","White"
2014,30,1,"Hardly any","HS Diploma","Other"
2014,58,1,"Hardly any","Grad/Prof Degree","White"
2014,89,2,"Only some","HS Diploma","White"
2014,80,4,"Hardly any","HS Diploma","White"
2014,66,5,"Only some","Less than HS","White"
2014,30,2,"Hardly any","Bachelor's Degree","White"
2014,57,1,"Hardly any","HS Diploma","White"
2014,55,7,"Only some","Grad/Prof Degree","White"
2014,64,5,"Hardly any","Bachelor's Degree","White"
2014,58,7,"Hardly any","HS Diploma","White"
2014,44,7,"Hardly any","HS Diploma","White"
2014,31,5,"Hardly any","HS Diploma","White"
2014,31,7,"Only some","Grad/Prof Degree","White"
2014,64,7,"Hardly any","HS Diploma","White"
2014,27,2,"Only some","HS Diploma","Black"
2014,75,1,"Hardly any","HS Diploma","White"
2014,45,7,"Only some","HS Diploma","White"
2014,44,4,"Only some","HS Diploma","White"
2014,79,1,"Only some","HS Diploma","White"
2014,34,1,"Hardly any","Bachelor's Degree","Other"
2014,26,4,"Only some","Some College","White"
2014,65,4,"Hardly any","HS Diploma","White"
2014,34,4,"A great deal","Less than HS","White"
2014,53,7,"Hardly any","Bachelor's Degree","White"
2014,82,1,"Hardly any","Grad/Prof Degree","White"
2014,29,4,"Only some","HS Diploma","White"
2014,52,5,"Hardly any","Bachelor's Degree","White"
2014,23,5,"Only some","HS Diploma","White"
2014,56,7,"Hardly any","Bachelor's Degree","White"
2014,28,4,"Only some","Bachelor's Degree","White"
2014,76,5,"Hardly any","HS Diploma","White"
2014,33,7,"Hardly any","HS Diploma","White"
2014,44,2,"Hardly any","HS Diploma","Hispanic"
2014,74,7,"Hardly any","Less than HS","White"
2014,55,5,"Hardly any","Bachelor's Degree","White"
2014,67,7,"Only some","HS Diploma","White"
2014,59,5,"Hardly any","Grad/Prof Degree","White"
2014,56,2,"Only some","Less than HS","Black"
2014,34,5,"A great deal","Less than HS","White"
2014,25,7,"Only some","Bachelor's Degree","Other"
2014,38,5,"Only some","HS Diploma","White"
2014,26,4,"Hardly any","HS Diploma","Black"
2014,38,1,"Only some","Grad/Prof Degree","Black"
2014,53,4,"A great deal","Less than HS","Black"
2014,28,2,"Hardly any","HS Diploma","Black"
2014,50,1,"A great deal","HS Diploma","Hispanic"
2014,65,7,"A great deal","Less than HS","Black"
2014,26,2,"Hardly any","HS Diploma","White"
2014,52,7,"Hardly any","HS Diploma","White"
2014,59,5,"Only some","HS Diploma","Black"
2014,54,6,"Only some","HS Diploma","White"
2014,44,7,"Hardly any","HS Diploma","White"
2014,60,5,"Hardly any","Grad/Prof Degree","White"
2014,20,4,"Only some","HS Diploma","Hispanic"
2014,65,5,"Hardly any","HS Diploma","White"
2014,27,1,"Hardly any","HS Diploma","Hispanic"
2014,53,1,"Only some","HS Diploma","Hispanic"
2014,67,1,"Only some","HS Diploma","Hispanic"
2014,30,7,"Only some","Some College","Hispanic"
2014,79,2,"Only some","HS Diploma","White"
2014,32,4,"Hardly any","Less than HS","Hispanic"
2014,58,4,"A great deal","Less than HS","Hispanic"
2014,73,4,NA,"Less than HS","Hispanic"
2014,45,4,"Hardly any","Less than HS","Hispanic"
2014,33,1,"Only some","Less than HS","Hispanic"
2014,80,1,"Hardly any","Less than HS","Hispanic"
2014,64,4,"A great deal","Less than HS","Hispanic"
2014,54,1,"Only some","HS Diploma","Hispanic"
2014,53,6,"Only some","HS Diploma","White"
2014,42,7,"Hardly any","Some College","Hispanic"
2014,78,3,"Only some","Less than HS","White"
2014,28,5,"A great deal","HS Diploma","Hispanic"
2014,22,6,"A great deal","Less than HS","Hispanic"
2014,35,1,"Only some","HS Diploma","Hispanic"
2014,51,4,"Only some","HS Diploma","Hispanic"
2014,30,2,"Only some","Less than HS","Hispanic"
2014,30,3,"Only some","HS Diploma","Hispanic"
2014,59,3,"Only some","HS Diploma","Black"
2014,49,4,"Hardly any","Less than HS","Black"
2014,29,7,"Only some","HS Diploma","White"
2014,30,3,"Hardly any","Bachelor's Degree","Hispanic"
2014,62,5,"Only some","Less than HS","Other"
2014,55,7,"Hardly any","Bachelor's Degree","White"
2014,78,2,"Hardly any","Grad/Prof Degree","Hispanic"
2014,89,7,NA,"HS Diploma","White"
2014,41,4,"Only some","Grad/Prof Degree","White"
2014,53,5,"Hardly any","Some College","White"
2014,78,5,"Hardly any","HS Diploma","White"
2014,60,7,"Hardly any","Bachelor's Degree","Hispanic"
2014,21,3,"Hardly any","HS Diploma","Hispanic"
2014,77,2,"Hardly any","Bachelor's Degree","White"
2014,25,3,"Only some","HS Diploma","Hispanic"
2014,36,5,"Hardly any","HS Diploma","Hispanic"
2014,32,7,"Only some","HS Diploma","White"
2014,77,7,"Hardly any","HS Diploma","White"
2014,31,4,"Hardly any","Some College","Hispanic"
2014,63,1,"Hardly any","HS Diploma","White"
2014,78,7,"Hardly any","Grad/Prof Degree","White"
2014,21,4,"Hardly any","HS Diploma","White"
2014,39,3,"Hardly any","Bachelor's Degree","White"
2014,61,1,"Hardly any","HS Diploma","White"
2014,70,4,"Only some","Less than HS","Hispanic"
2014,43,2,"Hardly any","Grad/Prof Degree","White"
2014,61,7,"Hardly any","Bachelor's Degree","White"
2014,34,5,"Hardly any","Grad/Prof Degree","White"
2014,24,7,"Hardly any","Bachelor's Degree","Hispanic"
2014,55,4,"Hardly any","HS Diploma","White"
2014,53,7,"Hardly any","HS Diploma","White"
2014,56,2,"Hardly any","Grad/Prof Degree","White"
2014,33,7,"Hardly any","Bachelor's Degree","Hispanic"
2014,61,1,"Hardly any","HS Diploma","Black"
2014,23,3,"Only some","HS Diploma","White"
2014,25,3,"Hardly any","HS Diploma","White"
2014,29,4,"Hardly any","HS Diploma","Hispanic"
2014,64,3,"Only some","HS Diploma","White"
2014,63,4,"Hardly any","HS Diploma","White"
2014,67,6,"Only some","HS Diploma","Hispanic"
2014,22,4,"Only some","HS Diploma","Hispanic"
2014,43,4,"Hardly any","Less than HS","Hispanic"
2014,30,4,"Hardly any","Less than HS","Hispanic"
2014,43,5,"Only some","HS Diploma","Hispanic"
2014,39,2,"Hardly any","HS Diploma","Hispanic"
2014,56,3,"A great deal","Less than HS","Hispanic"
2014,86,3,"Only some","Less than HS","Hispanic"
2014,29,1,"Hardly any","Less than HS","Hispanic"
2014,70,5,"Only some","HS Diploma","Hispanic"
2014,NA,5,"Only some","Bachelor's Degree","White"
2014,67,6,"Hardly any","HS Diploma","White"
2014,62,2,"Only some","Bachelor's Degree","White"
2014,41,6,"Only some","HS Diploma","White"
2014,89,5,"Hardly any","HS Diploma","White"
2014,37,5,"A great deal","HS Diploma","Hispanic"
2014,35,1,"Hardly any","HS Diploma","Other"
2014,26,1,"Hardly any","Grad/Prof Degree","Hispanic"
2014,33,1,"Hardly any","HS Diploma","White"
2014,66,1,"Hardly any","Less than HS","Hispanic"
2014,53,2,"Hardly any","Less than HS","Other"
2014,57,2,"Hardly any","HS Diploma","White"
2014,83,4,NA,"HS Diploma","White"
2014,76,1,"Only some","Less than HS","White"
2014,68,4,"Hardly any","HS Diploma","White"
2014,57,4,"Hardly any","Some College","White"
2014,41,1,"Hardly any","Less than HS","White"
2014,27,2,"Only some","HS Diploma","Hispanic"
2014,55,2,"Hardly any","Less than HS","White"
2014,64,1,"Hardly any","HS Diploma","White"
2014,30,3,"Hardly any","Bachelor's Degree","White"
2014,88,1,"Hardly any","Less than HS","White"
2014,NA,3,"Hardly any","Bachelor's Degree","Other"
2014,43,5,"Hardly any","Bachelor's Degree","White"
2014,52,1,"Hardly any","HS Diploma","White"
2014,27,2,"Hardly any","Bachelor's Degree","Hispanic"
2014,70,1,"Hardly any","HS Diploma","White"
2014,62,7,"Only some","HS Diploma","White"
2014,31,3,"Only some","Some College","White"
2014,54,5,"Only some","Bachelor's Degree","White"
2014,88,7,"Hardly any","HS Diploma","White"
2014,36,1,"Hardly any","Bachelor's Degree","White"
2014,29,7,"Hardly any","HS Diploma","White"
2014,33,2,"Only some","Some College","White"
2014,24,2,"Only some","Bachelor's Degree","Other"
2014,24,6,"Only some","HS Diploma","White"
2014,65,7,"Hardly any","Bachelor's Degree","White"
2014,58,4,"Only some","Less than HS","White"
2014,40,4,"Only some","Bachelor's Degree","White"
2014,74,7,"Hardly any","HS Diploma","White"
2014,72,5,"Hardly any","Some College","White"
2014,39,2,"Hardly any","HS Diploma","White"
2014,23,1,"Hardly any","Some College","Hispanic"
2014,37,2,"Hardly any","Grad/Prof Degree","White"
2014,27,5,"Only some","HS Diploma","White"
2014,45,5,"Only some","Less than HS","White"
2014,32,5,"Hardly any","Bachelor's Degree","White"
2014,37,2,"Only some","Bachelor's Degree","White"
2014,53,6,"Hardly any","HS Diploma","White"
2014,59,5,"Hardly any","HS Diploma","White"
2014,63,5,"Hardly any","HS Diploma","White"
2014,53,2,"Hardly any","HS Diploma","White"
2014,21,3,"Only some","HS Diploma","Hispanic"
2014,71,1,"Hardly any","HS Diploma","White"
2014,65,1,"Hardly any","HS Diploma","White"
2014,65,1,NA,"HS Diploma","White"
2014,54,7,"Hardly any","HS Diploma","White"
2014,38,5,"Only some","Less than HS","Hispanic"
2014,32,3,"Hardly any","HS Diploma","Hispanic"
2014,26,2,"Hardly any","Less than HS","Hispanic"
2014,34,5,"Only some","Grad/Prof Degree","Hispanic"
2014,60,4,"Only some","HS Diploma","White"
2014,36,3,"Hardly any","HS Diploma","White"
2014,25,3,"Only some","HS Diploma","White"
2014,53,7,"Hardly any","Grad/Prof Degree","White"
2014,34,5,"Only some","Less than HS","Hispanic"
2014,35,2,"Hardly any","HS Diploma","Other"
2014,30,4,NA,"Some College","Black"
2014,47,3,"Hardly any","HS Diploma","White"
2014,26,1,"Hardly any","HS Diploma","White"
2014,33,7,"Only some","HS Diploma","White"
2014,32,6,"Hardly any","HS Diploma","White"
2014,29,2,"Only some","Some College","White"
2014,26,3,"A great deal","HS Diploma","Hispanic"
2014,43,5,"Only some","Grad/Prof Degree","Other"
2014,28,6,"Only some","HS Diploma","White"
2014,28,5,"Only some","Bachelor's Degree","Other"
2014,37,6,"Hardly any","Bachelor's Degree","White"
2014,40,7,"Hardly any","HS Diploma","White"
2014,58,3,"Hardly any","HS Diploma","White"
2014,44,2,"Hardly any","HS Diploma","White"
2014,65,3,"Hardly any","Bachelor's Degree","White"
2014,31,5,"Only some","Grad/Prof Degree","White"
2014,52,1,"Hardly any","Less than HS","White"
2014,64,4,"Hardly any","Some College","White"
2014,42,3,"Only some","Less than HS","White"
2014,44,3,"Hardly any","HS Diploma","White"
2014,43,7,"Only some","HS Diploma","White"
2014,25,3,"Hardly any","HS Diploma","White"
2014,58,2,"Only some","Less than HS","Hispanic"
2014,62,4,"Hardly any","Bachelor's Degree","White"
2014,48,7,"Hardly any","Bachelor's Degree","White"
2014,64,7,"Only some","Bachelor's Degree","White"
2014,49,7,"Only some","HS Diploma","White"
2014,38,6,"Hardly any","Bachelor's Degree","White"
2014,33,1,"Hardly any","Bachelor's Degree","White"
2014,58,7,"Hardly any","Bachelor's Degree","White"
2014,41,5,"Only some","Some College","White"
2014,56,7,"Hardly any","HS Diploma","White"
2014,62,4,"Hardly any","HS Diploma","White"
2014,30,1,"Hardly any","HS Diploma","White"
2014,46,4,"Only some","Less than HS","White"
2014,30,6,"Hardly any","HS Diploma","White"
2014,68,1,"Hardly any","Less than HS","White"
2014,37,6,"Only some","Less than HS","White"
2014,47,5,"Only some","HS Diploma","Black"
2014,39,4,"A great deal","Bachelor's Degree","Hispanic"
2014,70,5,"Hardly any","Less than HS","White"
2014,26,3,"Hardly any","HS Diploma","Hispanic"
2014,58,5,"Only some","HS Diploma","White"
2014,62,7,"Hardly any","Grad/Prof Degree","White"
2014,41,7,"Hardly any","Bachelor's Degree","White"
2014,48,2,"Only some","Some College","White"
2014,33,7,"Hardly any","Some College","White"
2014,51,4,"Only some","Some College","White"
2014,62,6,"Only some","Grad/Prof Degree","White"
2014,40,2,"Only some","HS Diploma","White"
2014,41,1,"Hardly any","HS Diploma","White"
2014,65,5,"Only some","HS Diploma","White"
2014,39,6,"Hardly any","Some College","White"
2014,73,4,"Hardly any","HS Diploma","White"
2014,78,3,"Only some","HS Diploma","White"
2014,32,4,"Only some","HS Diploma","White"
2014,62,4,"Hardly any","HS Diploma","White"
2014,58,6,"Only some","HS Diploma","White"
2014,39,6,"Hardly any","HS Diploma","White"
2014,43,2,"Only some","HS Diploma","White"
2014,33,4,"Only some","HS Diploma","Black"
2014,46,3,"Only some","Bachelor's Degree","White"
2014,62,4,"Hardly any","Bachelor's Degree","White"
2014,31,1,"Hardly any","Some College","White"
2014,23,2,"Only some","HS Diploma","White"
2014,25,4,"Hardly any","HS Diploma","White"
2014,45,3,"Hardly any","Grad/Prof Degree","Black"
2014,57,4,"Only some","Some College","White"
2014,39,3,"Hardly any","HS Diploma","White"
2014,58,7,"Hardly any","HS Diploma","White"
2014,30,4,"Only some","Some College","Black"
2014,31,1,"Hardly any","HS Diploma","White"
2014,43,7,"Hardly any","Grad/Prof Degree","Hispanic"
2014,31,7,"Hardly any","HS Diploma","White"
2014,38,1,"Only some","Less than HS","Other"
2014,67,3,"A great deal","Less than HS","White"
2014,65,7,"Hardly any","HS Diploma","White"
2014,85,4,"Only some","HS Diploma","White"
2014,20,2,"Only some","HS Diploma","Other"
2014,19,4,"A great deal","HS Diploma","White"
2014,45,4,"Only some","Less than HS","White"
2014,74,6,"Hardly any","HS Diploma","White"
2014,31,1,"Only some","HS Diploma","White"
2014,54,2,"Only some","HS Diploma","Other"
2014,49,4,"Only some","HS Diploma","White"
2014,50,5,"Hardly any","HS Diploma","Other"
2014,21,1,"Only some","HS Diploma","Other"
2014,37,2,"Only some","Some College","Other"
2014,42,7,"Only some","Bachelor's Degree","Other"
2014,83,6,"Only some","HS Diploma","White"
2014,60,2,"Hardly any","HS Diploma","White"
2014,77,3,"Hardly any","HS Diploma","White"
2014,44,5,"Hardly any","Bachelor's Degree","White"
2014,54,4,"Hardly any","Bachelor's Degree","White"
2014,64,3,"Only some","HS Diploma","White"
2014,64,4,"Only some","HS Diploma","White"
2014,32,7,"Hardly any","HS Diploma","White"
2014,50,4,"Hardly any","HS Diploma","White"
2014,47,7,"Hardly any","HS Diploma","White"
2014,59,4,"Hardly any","Some College","White"
2014,40,6,"Hardly any","Grad/Prof Degree","White"
2014,52,4,"Only some","HS Diploma","Hispanic"
2014,79,6,"Only some","Bachelor's Degree","White"
2014,24,2,"Only some","Bachelor's Degree","White"
2014,26,4,"Only some","HS Diploma","White"
2014,28,2,"Only some","HS Diploma","White"
2014,49,5,"Hardly any","HS Diploma","White"
2014,27,6,NA,"HS Diploma","Other"
2014,38,5,"Only some","Bachelor's Degree","White"
2014,27,6,"A great deal","HS Diploma","White"
2014,49,4,"Hardly any","Grad/Prof Degree","White"
2014,61,3,"Hardly any","HS Diploma","White"
2014,64,5,"Hardly any","HS Diploma","White"
2014,20,7,"Hardly any","HS Diploma","White"
2014,56,4,"Hardly any","HS Diploma","White"
2014,54,2,"Hardly any","HS Diploma","White"
2014,24,5,"Hardly any","HS Diploma","White"
2014,38,1,"Only some","Grad/Prof Degree","White"
2014,47,3,"Hardly any","HS Diploma","White"
2014,55,5,"Hardly any","Bachelor's Degree","White"
2014,54,3,"Hardly any","Grad/Prof Degree","White"
2014,30,1,"Only some","Less than HS","White"
2014,54,5,"Only some","Bachelor's Degree","White"
2014,58,3,"Hardly any","Some College","White"
2014,64,6,"Only some","HS Diploma","White"
2014,58,2,"Hardly any","Bachelor's Degree","White"
2014,44,5,"Hardly any","HS Diploma","White"
2014,63,7,"Hardly any","Bachelor's Degree","White"
2014,27,4,"A great deal","HS Diploma","White"
2014,48,5,"Only some","Less than HS","White"
2014,58,3,"Hardly any","HS Diploma","White"
2014,30,2,"Hardly any","Bachelor's Degree","White"
2014,53,1,"Only some","Less than HS","White"
2014,48,3,"Only some","HS Diploma","White"
2014,67,7,"Hardly any","Grad/Prof Degree","White"
2014,87,7,"Hardly any","Less than HS","White"
2014,57,7,"Only some","HS Diploma","White"
2014,72,1,"Hardly any","Less than HS","White"
2014,48,7,"Only some","HS Diploma","White"
2014,42,1,"Only some","Some College","Black"
2014,57,5,"Hardly any","HS Diploma","Black"
2014,39,5,"Only some","HS Diploma","Black"
2014,31,3,"Only some","HS Diploma","Black"
2014,87,3,"Only some","HS Diploma","White"
2014,34,3,"Only some","HS Diploma","Hispanic"
2014,62,5,"Only some","Less than HS","Hispanic"
2014,59,3,"Only some","Less than HS","White"
2014,62,5,"Only some","HS Diploma","Black"
2014,52,7,"Hardly any","HS Diploma","Black"
2014,81,2,"Only some","Less than HS","Black"
2014,26,3,"Only some","HS Diploma","Black"
2014,37,4,"Only some","Less than HS","Black"
2014,74,7,"Hardly any","HS Diploma","White"
2014,40,3,"Only some","Bachelor's Degree","Black"
2014,66,5,"Hardly any","HS Diploma","White"
2014,40,6,"Only some","Some College","Black"
2014,24,1,"Hardly any","HS Diploma","White"
2014,20,2,"Only some","HS Diploma","Black"
2014,40,5,"Hardly any","HS Diploma","White"
2014,64,4,"Hardly any","HS Diploma","Black"
2014,84,3,"Hardly any","Less than HS","White"
2014,38,7,"Hardly any","HS Diploma","Other"
2014,34,4,"Only some","Less than HS","Hispanic"
2014,71,4,"Hardly any","HS Diploma","White"
2014,38,6,"Only some","Bachelor's Degree","White"
2014,53,5,"Only some","Some College","White"
2014,64,3,"Only some","HS Diploma","Black"
2014,72,1,"Hardly any","Some College","Other"
2014,28,4,"Hardly any","HS Diploma","Black"
2014,55,3,"Only some","HS Diploma","White"
2014,48,3,"Hardly any","HS Diploma","White"
2014,53,6,"Hardly any","HS Diploma","White"
2014,45,7,NA,"Less than HS","Hispanic"
2014,56,5,"Hardly any","HS Diploma","White"
2014,86,7,"Hardly any","Some College","White"
2014,46,4,"Only some","HS Diploma","Black"
2014,26,2,"Only some","HS Diploma","Black"
2014,75,4,"Hardly any","HS Diploma","White"
2014,55,4,"Hardly any","HS Diploma","White"
2014,56,4,"Hardly any","HS Diploma","White"
2014,43,4,"Hardly any","HS Diploma","White"
2014,77,7,"Hardly any","HS Diploma","White"
2014,37,7,"A great deal","HS Diploma","White"
2014,67,4,"Hardly any","HS Diploma","White"
2014,43,1,"Only some","HS Diploma","White"
2014,53,5,"Hardly any","HS Diploma","White"
2014,79,7,"Only some","HS Diploma","White"
2014,58,4,"Only some","HS Diploma","White"
2014,88,1,"Only some","HS Diploma","White"
2014,38,3,"Only some","HS Diploma","White"
2014,49,1,"Hardly any","HS Diploma","White"
2014,34,1,"Hardly any","Some College","White"
2014,54,1,"Hardly any","HS Diploma","White"
2014,69,1,"Hardly any","Grad/Prof Degree","White"
2014,38,2,"Hardly any","HS Diploma","White"
2014,54,3,"Hardly any","Bachelor's Degree","White"
2014,49,5,"Only some","Bachelor's Degree","White"
2014,53,1,"Hardly any","Bachelor's Degree","White"
2014,52,4,"Only some","Bachelor's Degree","White"
2014,82,3,"Hardly any","Grad/Prof Degree","White"
2014,63,4,"Hardly any","Bachelor's Degree","White"
2014,62,4,"Hardly any","HS Diploma","White"
2014,40,4,"Hardly any","HS Diploma","White"
2014,33,4,"Only some","HS Diploma","White"
2014,27,3,"Only some","HS Diploma","White"
2016,61,3,"Hardly any","HS Diploma","White"
2016,72,7,"Hardly any","Bachelor's Degree","White"
2016,55,3,"Hardly any","Grad/Prof Degree","White"
2016,53,2,"Hardly any","Some College","White"
2016,23,1,"Only some","HS Diploma","Hispanic"
2016,71,7,"Hardly any","Some College","White"
2016,33,1,"Hardly any","HS Diploma","Black"
2016,32,1,"Only some","HS Diploma","Black"
2016,60,1,"Only some","HS Diploma","Black"
2016,76,6,"Only some","Less than HS","White"
2016,33,2,"Only some","HS Diploma","White"
2016,56,1,"Only some","HS Diploma","Hispanic"
2016,62,1,"Hardly any","Less than HS","Hispanic"
2016,31,1,"Hardly any","Grad/Prof Degree","Black"
2016,58,5,"Hardly any","HS Diploma","White"
2016,32,3,"Hardly any","Less than HS","Black"
2016,23,2,"Only some","Less than HS","Hispanic"
2016,37,3,"Hardly any","HS Diploma","White"
2016,25,2,"Only some","Some College","Hispanic"
2016,76,1,"Only some","Less than HS","Hispanic"
2016,22,2,"Hardly any","HS Diploma","Black"
2016,74,5,"Only some","Grad/Prof Degree","White"
2016,75,1,"Hardly any","HS Diploma","White"
2016,32,2,"Hardly any","HS Diploma","White"
2016,68,1,"Only some","HS Diploma","White"
2016,46,5,"Only some","HS Diploma","Black"
2016,35,6,"Only some","HS Diploma","White"
2016,59,5,"Hardly any","Bachelor's Degree","White"
2016,58,7,"Hardly any","Bachelor's Degree","White"
2016,79,1,"Hardly any","HS Diploma","White"
2016,40,4,"Only some","HS Diploma","White"
2016,36,1,"Hardly any","Grad/Prof Degree","White"
2016,70,3,"A great deal","HS Diploma","White"
2016,28,2,"Hardly any","HS Diploma","White"
2016,35,5,"Only some","Bachelor's Degree","Black"
2016,23,4,"Hardly any","Bachelor's Degree","White"
2016,47,1,"Hardly any","Grad/Prof Degree","White"
2016,25,3,"Hardly any","Bachelor's Degree","Other"
2016,20,5,"Only some","HS Diploma","White"
2016,41,6,"Hardly any","Grad/Prof Degree","White"
2016,42,1,"Only some","Bachelor's Degree","Hispanic"
2016,40,3,"Only some","Grad/Prof Degree","White"
