"year","age","eqwlth","conlegis","degree","racehisp"
2012,57,2,"Hardly any","HS Diploma","White"
2012,42,2,"Hardly any","Grad/Prof Degree","White"
2012,73,2,"Hardly any","Less than HS","White"
2012,21,3,"Hardly any","HS Diploma","White"
2012,45,1,"Hardly any","Grad/Prof Degree","White"
2012,68,1,"Hardly any","Grad/Prof Degree","White"
2012,46,3,"Only some","Grad/Prof Degree","White"
2012,53,3,"Only some","Less than HS","White"
2012,28,2,"Only some","HS Diploma","White"
2012,34,7,"Hardly any","Some College","White"
2012,68,4,"Only some","HS Diploma","White"
2012,43,4,"A great deal","Less than HS","Hispanic"
2012,57,1,"Hardly any","Some College","White"
2012,24,4,"A great deal","Less than HS","White"
2012,40,4,"Hardly any","HS Diploma","White"
2012,59,7,"Only some","Some College","White"
2012,64,3,"Hardly any","HS Diploma","White"
2012,55,7,"Only some","Grad/Prof Degree","White"
2012,55,7,"Hardly any","HS Diploma","White"
2012,33,3,"Only some","HS Diploma","White"
2012,83,7,"Hardly any","HS Diploma","White"
2012,48,7,"Hardly any","Bachelor's Degree","White"
2012,38,3,"Hardly any","HS Diploma","White"
2012,77,4,"Hardly any","HS Diploma","White"
2012,46,1,"Hardly any","HS Diploma","White"
2012,83,3,"Hardly any","Grad/Prof Degree","White"
2012,89,1,"Only some","Less than HS","White"
2012,86,1,"Only some","HS Diploma","White"
2012,45,7,"Only some","Some College","White"
2012,45,5,"Only some","Bachelor's Degree","White"
2012,43,5,"Only some","HS Diploma","White"
2012,47,7,"Hardly any","HS Diploma","White"
2012,33,5,"Only some","Less than HS","Hispanic"
2012,30,2,"Hardly any","HS Diploma","White"
2012,89,6,"Hardly any","Less than HS","White"
2012,25,6,NA,"HS Diploma","Other"
2012,35,5,"Hardly any","HS Diploma","White"
2012,51,3,"Only some","HS Diploma","White"
2012,61,7,"Hardly any","Bachelor's Degree","White"
2012,28,1,"Hardly any","Bachelor's Degree","White"
2012,85,4,"Only some","HS Diploma","White"
2012,44,5,"Hardly any","Bachelor's Degree","White"
2012,21,3,"Only some","HS Diploma","White"
2012,28,1,"Hardly any","Bachelor's Degree","White"
2012,47,3,"Only some","HS Diploma","White"
2012,53,2,"Hardly any","HS Diploma","White"
2012,39,7,"Hardly any","Bachelor's Degree","White"
2012,42,2,"Only some","HS Diploma","White"
2012,50,3,"Hardly any","HS Diploma","White"
2012,54,5,"Hardly any","HS Diploma","White"
2012,22,1,"Only some","HS Diploma","White"
2012,37,5,"A great deal","HS Diploma","Hispanic"
2012,37,3,"Only some","Bachelor's Degree","White"
2012,30,5,"Hardly any","Bachelor's Degree","White"
2012,46,1,"Hardly any","Some College","Other"
2012,27,3,"Hardly any","HS Diploma","White"
2012,65,4,"Hardly any","HS Diploma","White"
2012,27,2,"Hardly any","Bachelor's Degree","White"
2012,33,5,"Hardly any","Bachelor's Degree","White"
2012,23,6,"Only some","Bachelor's Degree","White"
2012,64,7,"Hardly any","Bachelor's Degree","White"
2012,29,6,"Only some","Grad/Prof Degree","White"
2012,43,7,"Only some","Bachelor's Degree","White"
2012,64,7,"Hardly any","Bachelor's Degree","White"
2012,47,7,"Hardly any","Bachelor's Degree","White"
2012,21,1,"Hardly any","HS Diploma","White"
2012,39,6,"Only some","Bachelor's Degree","White"
2012,30,5,"Hardly any","Bachelor's Degree","White"
2012,53,3,"Hardly any","HS Diploma","Black"
2012,58,1,"Only some","Less than HS","Other"
2012,47,3,"A great deal","HS Diploma","White"
2012,58,5,"Only some","Less than HS","Black"
2012,64,1,"Only some","Less than HS","White"
2012,52,1,"Only some","HS Diploma","White"
2012,72,5,"Hardly any","HS Diploma","White"
2012,22,3,"Only some","HS Diploma","Black"
2012,51,1,"Hardly any","Less than HS","Black"
2012,69,1,"Hardly any","Bachelor's Degree","Black"
2012,48,1,"Only some","Grad/Prof Degree","Other"
2012,28,4,"Hardly any","HS Diploma","White"
2012,55,3,"Only some","HS Diploma","White"
2012,51,5,"Only some","Bachelor's Degree","White"
2012,55,1,"Hardly any","HS Diploma","Black"
2012,39,1,"A great deal","Less than HS","Black"
2012,67,3,"Hardly any","HS Diploma","White"
2012,37,2,"Only some","Less than HS","Black"
2012,20,5,"Only some","HS Diploma","White"
2012,64,6,"Hardly any","HS Diploma","White"
2012,59,4,"Hardly any","Less than HS","White"
2012,26,1,"Only some","Less than HS","White"
2012,81,7,"Hardly any","HS Diploma","White"
2012,67,1,"Hardly any","HS Diploma","White"
2012,39,7,"Hardly any","HS Diploma","White"
2012,89,7,"Only some","Some College","White"
2012,53,1,"Only some","Less than HS","White"
2012,60,4,"Only some","Less than HS","Hispanic"
2012,49,1,"Hardly any","HS Diploma","Black"
2012,59,7,"Only some","Some College","White"
2012,33,2,"Only some","Some College","Hispanic"
2012,34,4,"Only some","Less than HS","Hispanic"
2012,55,4,"A great deal","Less than HS","Hispanic"
2012,26,3,"Only some","HS Diploma","Hispanic"
2012,20,4,NA,"HS Diploma","Hispanic"
2012,24,2,"Hardly any","HS Diploma","White"
2012,22,3,"Only some","Less than HS","Hispanic"
2012,44,5,"Only some","HS Diploma","Hispanic"
2012,55,7,"Hardly any","Bachelor's Degree","White"
2012,58,6,"Only some","Grad/Prof Degree","White"
2012,37,1,"Hardly any","Some College","Black"
2012,32,5,"Only some","HS Diploma","Black"
2012,58,4,"Hardly any","Grad/Prof Degree","White"
2012,57,7,"Hardly any","Grad/Prof Degree","Hispanic"
2012,74,2,"Hardly any","Bachelor's Degree","White"
2012,67,7,"Only some","Grad/Prof Degree","Other"
2012,27,1,"Hardly any","Grad/Prof Degree","Hispanic"
2012,55,1,"Hardly any","Some College","White"
2012,45,7,"Only some","HS Diploma","Hispanic"
2012,21,2,"Hardly any","HS Diploma","Hispanic"
2012,28,5,"Only some","HS Diploma","Hispanic"
2012,47,4,"Only some","Grad/Prof Degree","White"
2012,25,1,"Only some","Some College","White"
2012,46,1,"Only some","HS Diploma","Other"
2012,26,1,"Only some","HS Diploma","Hispanic"
2012,71,5,"Hardly any","Grad/Prof Degree","White"
2012,65,7,"Hardly any","HS Diploma","White"
2012,35,2,"Hardly any","HS Diploma","Hispanic"
2012,62,7,"Hardly any","HS Diploma","White"
2012,88,6,"Hardly any","HS Diploma","White"
2012,55,4,"Only some","Bachelor's Degree","White"
2012,48,6,"Only some","Grad/Prof Degree","White"
2012,25,2,"A great deal","HS Diploma","White"
2012,37,3,"Hardly any","Grad/Prof Degree","Other"
2012,59,5,"Hardly any","Less than HS","White"
2012,61,3,"Hardly any","Grad/Prof Degree","White"
2012,61,4,"Hardly any","Some College","White"
2012,25,5,"Only some","HS Diploma","White"
2012,54,1,"Hardly any","HS Diploma","White"
2012,39,4,"Only some","Less than HS","Hispanic"
2012,69,7,"Hardly any","Less than HS","White"
2012,29,6,"Only some","HS Diploma","White"
2012,85,4,"A great deal","HS Diploma","White"
2012,31,1,"Hardly any","Less than HS","Hispanic"
2012,37,7,"Only some","Less than HS","Hispanic"
2012,30,4,"Hardly any","HS Diploma","Hispanic"
2012,75,1,"Hardly any","HS Diploma","White"
2012,55,4,"Only some","Less than HS","Hispanic"
2012,82,7,"Only some","HS Diploma","White"
2012,53,1,"Hardly any","Less than HS","White"
2012,32,1,"A great deal","HS Diploma","Hispanic"
2012,31,4,"Only some","HS Diploma","White"
2012,25,3,"Only some","HS Diploma","Other"
2012,54,2,"Only some","Less than HS","White"
2012,30,4,"Only some","HS Diploma","Hispanic"
2012,48,7,"Hardly any","HS Diploma","Other"
2012,26,4,"A great deal","HS Diploma","Hispanic"
2012,18,5,"A great deal","Less than HS","Hispanic"
2012,57,3,"Hardly any","HS Diploma","White"
2012,33,1,"Hardly any","Less than HS","White"
2012,50,1,NA,"Less than HS","Other"
2012,50,4,"Hardly any","Less than HS","White"
2012,48,4,NA,"Less than HS","Hispanic"
2012,80,7,"Only some","HS Diploma","White"
2012,76,1,"Hardly any","HS Diploma","White"
2012,47,7,"Hardly any","Bachelor's Degree","White"
2012,68,1,"Hardly any","Some College","White"
2012,62,5,"Hardly any","HS Diploma","White"
2012,58,1,"Only some","HS Diploma","White"
2012,19,2,"Only some","HS Diploma","Hispanic"
2012,36,3,"Only some","HS Diploma","Hispanic"
2012,63,6,"Hardly any","HS Diploma","White"
2012,22,3,"Only some","HS Diploma","White"
2012,23,2,"Only some","Some College","White"
2012,82,7,"Hardly any","Less than HS","White"
2012,68,7,"Hardly any","HS Diploma","White"
2012,23,1,"Only some","HS Diploma","White"
2012,80,4,"Only some","Less than HS","White"
2012,61,7,"Hardly any","Bachelor's Degree","White"
2012,53,4,"Only some","HS Diploma","Other"
2012,46,2,"Only some","Less than HS","White"
2012,50,3,"Hardly any","Less than HS","White"
2012,38,1,"Only some","HS Diploma","White"
2012,62,2,"Hardly any","Bachelor's Degree","White"
2012,47,3,"Hardly any","HS Diploma","White"
2012,37,5,"Only some","Some College","White"
2012,46,2,"Hardly any","Bachelor's Degree","White"
2012,55,1,"Only some","Some College","White"
2012,27,1,"Hardly any","HS Diploma","White"
2012,45,5,"Hardly any","Less than HS","White"
2012,18,2,"Hardly any","Less than HS","White"
2012,67,4,"Hardly any","HS Diploma","White"
2012,49,1,"Hardly any","Some College","White"
2012,74,7,"Hardly any","HS Diploma","White"
2012,35,1,"Only some","Less than HS","Hispanic"
2012,36,4,"Hardly any","HS Diploma","Hispanic"
2012,58,4,"Only some","HS Diploma","Hispanic"
2012,21,1,"Hardly any","HS Diploma","White"
2012,41,1,"Hardly any","Less than HS","Hispanic"
2012,44,1,"Only some","Less than HS","Hispanic"
2012,22,4,"Only some","HS Diploma","White"
2012,30,1,"Only some","HS Diploma","Hispanic"
2012,18,5,"Only some","Less than HS","White"
2012,38,3,"Hardly any","HS Diploma","White"
2012,87,5,"Only some","HS Diploma","White"
2012,39,1,"Only some","HS Diploma","Black"
2012,74,1,"Only some","HS Diploma","Hispanic"
2012,31,1,"Only some","HS Diploma","White"
2012,32,6,"Hardly any","Grad/Prof Degree","White"
2012,50,7,"Only some","Grad/Prof Degree","White"
2012,20,2,"Only some","Less than HS","White"
2012,88,4,"A great deal","Grad/Prof Degree","White"
2012,24,4,NA,"HS Diploma","White"
2012,56,5,"Only some","HS Diploma","Other"
2012,56,3,"Hardly any","Grad/Prof Degree","White"
2012,48,7,"Only some","Some College","White"
2012,59,3,"Only some","HS Diploma","White"
2012,82,4,"Only some","Less than HS","White"
2012,65,1,"Hardly any","Some College","White"
2012,79,4,"Hardly any","HS Diploma","Other"
2012,36,5,"Only some","HS Diploma","White"
2012,59,3,"Hardly any","HS Diploma","White"
2012,33,7,"Only some","Bachelor's Degree","White"
2012,44,5,"Hardly any","Bachelor's Degree","White"
2012,48,7,"Only some","Bachelor's Degree","White"
2012,39,3,"A great deal","Grad/Prof Degree","White"
2012,39,2,"Hardly any","Bachelor's Degree","Black"
2012,71,5,"Hardly any","Bachelor's Degree","White"
2012,52,1,"Only some","HS Diploma","White"
2012,75,7,"Hardly any","HS Diploma","White"
2012,89,3,"Only some","HS Diploma","Other"
2012,37,4,"Hardly any","HS Diploma","White"
2012,73,7,"Hardly any","HS Diploma","White"
2012,51,4,"Only some","HS Diploma","White"
2012,71,1,"Hardly any","HS Diploma","White"
2012,32,4,"Hardly any","HS Diploma","White"
2012,28,1,"Only some","Less than HS","White"
2012,46,5,"Only some","HS Diploma","White"
2012,49,1,"Only some","Less than HS","Hispanic"
2012,52,7,"Only some","Less than HS","Black"
2012,21,5,"Hardly any","HS Diploma","White"
2012,32,3,"Only some","Grad/Prof Degree","Hispanic"
2012,36,7,"Hardly any","HS Diploma","White"
2012,80,4,"Hardly any","HS Diploma","White"
2012,54,6,"Hardly any","HS Diploma","White"
2012,63,1,"Hardly any","Less than HS","White"
2012,53,7,"Hardly any","HS Diploma","White"
2012,62,3,"Hardly any","Less than HS","White"
2012,75,4,"Only some","HS Diploma","White"
2012,78,4,"Hardly any","Less than HS","White"
2012,70,7,"Hardly any","Some College","White"
2012,78,7,"Hardly any","HS Diploma","White"
2012,59,4,"Only some","HS Diploma","White"
2012,60,4,"Hardly any","HS Diploma","White"
2012,23,3,"Only some","HS Diploma","White"
2012,61,2,"Hardly any","HS Diploma","White"
2012,51,4,"Hardly any","HS Diploma","White"
2012,25,3,"Hardly any","HS Diploma","Hispanic"
2012,30,7,"Only some","Bachelor's Degree","White"
2012,23,1,"Hardly any","HS Diploma","Other"
2012,75,2,"A great deal","Less than HS","White"
2012,31,4,"Only some","Bachelor's Degree","White"
2012,33,1,"Hardly any","HS Diploma","White"
2012,44,3,"A great deal","Grad/Prof Degree","White"
2012,33,4,"Only some","Bachelor's Degree","White"
2012,45,1,NA,"HS Diploma","Other"
2012,25,2,"A great deal","HS Diploma","White"
2012,36,5,"Hardly any","HS Diploma","White"
2012,86,4,"Hardly any","Less than HS","White"
2012,72,1,"Only some","HS Diploma","White"
2012,36,4,"A great deal","Some College","Other"
2012,64,1,"Hardly any","Less than HS","White"
2012,49,4,"Hardly any","HS Diploma","Other"
2012,87,2,"Hardly any","HS Diploma","White"
2012,52,7,"A great deal","Less than HS","Hispanic"
2012,24,6,"Only some","HS Diploma","Other"
2012,61,3,"Only some","HS Diploma","White"
2012,42,6,"Hardly any","HS Diploma","White"
2012,89,1,"Hardly any","Less than HS","White"
2012,59,2,"Hardly any","HS Diploma","White"
2012,73,4,"A great deal","Less than HS","White"
2012,70,5,"A great deal","HS Diploma","White"
2012,21,4,"Hardly any","HS Diploma","White"
2012,26,5,"Only some","HS Diploma","White"
2012,68,1,"Hardly any","HS Diploma","White"
2012,59,4,"A great deal","HS Diploma","White"
2012,60,1,"Only some","Grad/Prof Degree","White"
2012,34,1,"Hardly any","HS Diploma","White"
2012,61,3,"Hardly any","Bachelor's Degree","White"
2012,79,2,"Hardly any","Grad/Prof Degree","White"
2012,33,5,"Only some","HS Diploma","White"
2012,39,5,"Only some","HS Diploma","White"
2012,36,1,"Hardly any","Some College","White"
2012,74,2,"Hardly any","HS Diploma","White"
2012,61,4,"Only some","HS Diploma","White"
2012,29,3,"Hardly any","Bachelor's Degree","White"
2012,32,3,"Only some","HS Diploma","White"
2012,29,7,"Hardly any","HS Diploma","White"
2012,28,3,"A great deal","HS Diploma","White"
2012,47,7,"Hardly any","Bachelor's Degree","White"
2012,26,1,"Hardly any","HS Diploma","White"
2012,39,7,"Hardly any","Bachelor's Degree","White"
2012,79,4,"Only some","HS Diploma","White"
2012,57,5,"Hardly any","Some College","White"
2012,49,7,"Only some","HS Diploma","White"
2012,55,7,"Hardly any","HS Diploma","White"
2012,51,1,"Hardly any","HS Diploma","White"
2012,78,6,"Only some","Bachelor's Degree","White"
2012,62,3,"A great deal","HS Diploma","White"
2012,65,5,"Only some","Some College","White"
2012,44,1,"Only some","HS Diploma","White"
2012,20,1,"Hardly any","Less than HS","Black"
2012,62,1,"Only some","Less than HS","White"
2012,33,2,"Hardly any","Bachelor's Degree","White"
2012,44,2,"Only some","Some College","White"
2012,51,3,"Only some","Some College","White"
2012,76,4,"Hardly any","HS Diploma","White"
2012,54,1,"Hardly any","HS Diploma","White"
2012,56,1,"Hardly any","Some College","White"
2012,89,5,"Hardly any","HS Diploma","White"
2012,36,2,"Only some","HS Diploma","White"
2012,44,2,"Only some","HS Diploma","White"
2012,26,1,"Hardly any","HS Diploma","White"
2012,25,3,"Only some","Bachelor's Degree","White"
2012,60,2,NA,"Less than HS","Hispanic"
2012,54,1,"Only some","Less than HS","Black"
2012,66,2,"Hardly any","Grad/Prof Degree","Black"
2012,66,2,"Only some","Less than HS","Black"
2012,31,1,"A great deal","HS Diploma","White"
2012,45,2,"Hardly any","HS Diploma","White"
2012,51,2,"Only some","HS Diploma","White"
2012,61,1,"Hardly any","HS Diploma","Black"
2012,23,1,"Only some","HS Diploma","Black"
2012,77,7,"Only some","Less than HS","White"
2012,55,1,"Hardly any","HS Diploma","Black"
2012,29,5,"Hardly any","Less than HS","Hispanic"
2012,19,4,"Only some","HS Diploma","White"
2012,61,7,"Hardly any","HS Diploma","White"
2012,25,5,"Only some","Less than HS","Hispanic"
2012,62,1,"Only some","HS Diploma","Black"
2012,56,5,"Hardly any","Bachelor's Degree","White"
2012,52,1,"Hardly any","HS Diploma","Black"
2012,57,3,"Only some","Less than HS","Black"
2012,24,1,"Only some","HS Diploma","White"
2012,43,1,"Hardly any","Less than HS","Black"
2012,57,5,"Only some","Less than HS","Black"
2012,39,1,"Only some","Less than HS","Black"
2012,23,4,"A great deal","HS Diploma","White"
2012,41,4,"Hardly any","HS Diploma","Black"
2012,41,4,"Hardly any","Bachelor's Degree","White"
2012,61,5,"Hardly any","Less than HS","Black"
2012,34,4,"Only some","Some College","Black"
2012,47,7,"Only some","HS Diploma","White"
2012,44,3,"Only some","Less than HS","White"
2012,30,2,"Hardly any","HS Diploma","White"
2012,73,4,"Only some","Less than HS","White"
2012,33,4,"Hardly any","HS Diploma","White"
2012,21,4,"Only some","Some College","White"
2012,65,4,"Hardly any","Grad/Prof Degree","White"
2012,34,3,"Hardly any","Bachelor's Degree","White"
2012,73,1,"Hardly any","Less than HS","White"
2012,32,3,"Only some","Some College","White"
2012,44,1,"Hardly any","HS Diploma","White"
2012,66,1,"Hardly any","HS Diploma","White"
2012,30,4,"Only some","HS Diploma","Black"
2012,21,4,"Only some","HS Diploma","Black"
2012,50,1,"Only some","HS Diploma","White"
2012,49,1,"Only some","HS Diploma","Black"
2012,71,7,"Only some","HS Diploma","White"
2012,53,2,"Hardly any","HS Diploma","White"
2012,58,5,"Only some","Bachelor's Degree","White"
2012,40,2,"Hardly any","Bachelor's Degree","White"
2012,62,2,"Only some","Some College","White"
2012,28,5,"A great deal","Some College","White"
2012,74,5,"Hardly any","Some College","White"
2012,60,1,"Hardly any","HS Diploma","White"
2012,42,2,"Hardly any","Bachelor's Degree","White"
2012,36,7,"Hardly any","Grad/Prof Degree","White"
2012,63,1,"Hardly any","Bachelor's Degree","White"
2012,20,2,"Only some","HS Diploma","White"
2012,71,1,"Hardly any","HS Diploma","White"
2012,65,2,"Only some","Grad/Prof Degree","White"
2012,60,4,"Hardly any","Less than HS","White"
2012,69,7,"Only some","Less than HS","White"
2012,78,1,"Hardly any","Less than HS","White"
2012,61,4,"Only some","Bachelor's Degree","Other"
2012,53,1,"Hardly any","HS Diploma","Other"
2012,37,3,"Only some","HS Diploma","Other"
2012,22,4,"Only some","HS Diploma","Other"
2014,53,7,"Hardly any","Bachelor's Degree","White"
2014,26,2,"Only some","Bachelor's Degree","White"
2014,56,5,"Only some","Bachelor's Degree","White"
2014,74,6,"Hardly any","Bachelor's Degree","White"
2014,63,6,"Only some","HS Diploma","White"
2014,34,4,"Hardly any","Grad/Prof Degree","White"
2014,37,1,NA,"Less than HS","White"
2014,30,4,"Hardly any","Some College","Hispanic"
2014,43,1,"Only some","Less than HS","Hispanic"
2014,25,1,"Only some","HS Diploma","White"
2014,56,7,"Hardly any","HS Diploma","White"
2014,51,1,"Only some","HS Diploma","Other"
2014,46,4,"Hardly any","HS Diploma","White"
2014,51,4,"Hardly any","Less than HS","Hispanic"
2014,39,6,"Only some","Less than HS","Hispanic"
